frame,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y
47,1875.3150634765625,505.50177001953125,1776.00732421875,489.0386657714844,1812.5186767578125,526.5957641601562,1783.463134765625,503.82293701171875
48,1878.6322021484375,505.8284912109375,1775.7637939453125,488.3412170410156,1817.248291015625,529.1173706054688,1782.1055908203125,503.6680603027344
49,1880.5601806640625,505.07025146484375,1774.980224609375,486.3219299316406,1818.7640380859375,529.2275390625,1779.6844482421875,500.8083801269531
50,1881.10693359375,505.4631042480469,1775.714111328125,486.7151184082031,1820.73681640625,527.6718139648438,1777.5938720703125,498.0224304199219
51,1881.569580078125,506.4830322265625,1774.3714599609375,488.12835693359375,1821.08544921875,529.14697265625,1777.8076171875,498.1097717285156
52,1879.8013916015625,503.5729064941406,1777.203125,488.0100402832031,1818.5159912109375,526.8656616210938,1777.4342041015625,502.805908203125
53,1877.612548828125,503.47412109375,1776.1202392578125,488.6003723144531,1819.8251953125,524.994140625,1777.037841796875,502.30279541015625
54,1876.37109375,504.85546875,1774.70068359375,490.88409423828125,1817.8824462890625,527.6680297851562,1775.8953857421875,506.8741149902344
55,1876.788330078125,503.9469909667969,1775.8729248046875,489.753662109375,1816.1414794921875,524.6698608398438,1774.4437255859375,504.3941650390625
56,1874.8719482421875,503.5901184082031,1774.8494873046875,490.3050231933594,1817.7803955078125,526.6112670898438,1774.6162109375,507.1371765136719
57,1875.1337890625,503.76690673828125,1774.570068359375,489.3203430175781,1816.4732666015625,523.156005859375,1770.0037841796875,502.391357421875
58,1875.021728515625,503.1365051269531,1772.5343017578125,489.4131774902344,1816.6019287109375,520.6939697265625,1770.8665771484375,501.4301452636719
59,1873.5506591796875,503.96112060546875,1770.9302978515625,491.68560791015625,1811.849609375,519.797119140625,1771.358642578125,503.65521240234375
60,1870.4931640625,505.30401611328125,1770.626953125,495.2029724121094,1808.5587158203125,516.2852783203125,1770.5518798828125,502.77685546875
61,1872.126708984375,505.4761047363281,1769.259521484375,494.64935302734375,1806.90576171875,514.7935180664062,1770.8543701171875,498.7422180175781
62,1869.0125732421875,503.88372802734375,1768.4173583984375,494.5669860839844,1809.1011962890625,512.072265625,1771.8878173828125,500.3489685058594
63,1866.2900390625,503.43798828125,1767.64794921875,494.8994140625,1807.75634765625,507.6913146972656,1771.73291015625,500.638916015625
64,1865.9296875,503.5242004394531,1767.810546875,497.4757080078125,1805.5491943359375,508.5451354980469,1773.7265625,505.0245056152344
65,1866.73828125,506.1050109863281,1767.3209228515625,497.5478210449219,1802.6719970703125,511.4959716796875,1773.754150390625,503.6320495605469
66,1863.487548828125,506.71728515625,1765.9476318359375,497.17877197265625,1800.4808349609375,509.6690673828125,1768.6951904296875,502.0653076171875
67,1863.6826171875,507.6899719238281,1764.397705078125,497.4604187011719,1798.1396484375,512.9664306640625,1769.451416015625,500.6254577636719
68,1861.9522705078125,508.5864562988281,1764.87158203125,498.2648620605469,1795.9002685546875,512.2066650390625,1767.437744140625,500.4371643066406
69,1859.00390625,508.89508056640625,1762.1317138671875,500.5961608886719,1790.195068359375,513.4156494140625,1771.827392578125,503.64892578125
70,1857.535888671875,508.8175964355469,1758.0816650390625,500.34588623046875,1793.278564453125,513.205078125,1771.3154296875,502.3836669921875
71,1849.595947265625,506.98919677734375,1756.3927001953125,495.3314208984375,1783.2952880859375,515.536865234375,1769.7989501953125,499.697509765625
72,1849.2498779296875,507.9809875488281,1755.83251953125,496.9859924316406,1787.2796630859375,513.1358032226562,1768.216552734375,499.1008605957031
73,1847.270263671875,508.8578796386719,1755.020263671875,496.4927978515625,1780.873291015625,515.5425415039062,1768.9527587890625,501.01953125
74,1846.72314453125,508.6257019042969,1754.536865234375,497.06689453125,1785.3753662109375,514.27587890625,1769.790283203125,499.25115966796875
75,1842.22705078125,507.9467468261719,1752.8372802734375,498.9167175292969,1781.321533203125,518.1919555664062,1771.7669677734375,504.1905517578125
76,1840.64501953125,507.91217041015625,1750.871337890625,498.76422119140625,1780.90869140625,516.7998657226562,1769.897216796875,503.2945251464844
77,1835.618896484375,509.28533935546875,1749.276123046875,501.4150085449219,1777.538818359375,519.1286010742188,1768.9625244140625,507.1475830078125
78,1835.630859375,509.8237609863281,1749.86865234375,501.7728271484375,1777.77685546875,518.8170776367188,1769.1201171875,507.30322265625
79,1833.0494384765625,508.5108337402344,1748.84375,500.92083740234375,1778.5916748046875,519.4140014648438,1767.575439453125,507.2353820800781
80,1831.7066650390625,507.7657775878906,1748.115234375,499.1177062988281,1779.0908203125,517.8671264648438,1759.392333984375,506.19775390625
81,1829.506103515625,508.1506652832031,1746.27392578125,500.853271484375,1779.9617919921875,516.5113525390625,1754.2913818359375,507.8096008300781
82,1834.468994140625,514.24462890625,1734.8056640625,498.3717956542969,1772.603759765625,517.223876953125,1743.14208984375,502.7331237792969
83,1834.85595703125,514.3668212890625,1732.2115478515625,499.44097900390625,1772.8677978515625,517.1971435546875,1740.2996826171875,502.92901611328125
84,1834.73583984375,514.9668579101562,1731.3651123046875,499.6986083984375,1773.550537109375,518.5039672851562,1741.0211181640625,504.59234619140625
85,1832.608154296875,516.9501953125,1733.6729736328125,501.6279602050781,1772.0596923828125,520.0308227539062,1741.9278564453125,507.5612487792969
86,1832.1734619140625,518.237548828125,1731.5611572265625,501.798095703125,1773.481689453125,521.79248046875,1739.680419921875,505.3916015625
87,1824.6185302734375,513.1591796875,1743.0164794921875,501.5918884277344,1771.6898193359375,522.107421875,1730.3583984375,511.5221862792969
88,1828.030517578125,522.4536743164062,1729.787109375,502.1763610839844,1764.6146240234375,530.2350463867188,1736.09033203125,507.6850280761719
89,1825.6085205078125,517.943359375,1729.1429443359375,497.8687438964844,1758.09423828125,525.8170166015625,1725.8944091796875,502.7554626464844
90,1825.010009765625,518.784912109375,1727.3702392578125,498.0710754394531,1759.751220703125,530.4508666992188,1724.20068359375,504.71685791015625
91,1824.4351806640625,517.5558471679688,1726.6937255859375,495.3406677246094,1762.6077880859375,530.8297729492188,1720.728271484375,503.414794921875
92,1824.3275146484375,516.5760498046875,1723.885009765625,493.7610168457031,1764.1231689453125,533.813232421875,1718.1181640625,502.9647521972656
93,1822.385009765625,517.0658569335938,1723.2562255859375,493.1829528808594,1763.9630126953125,535.9912719726562,1717.85888671875,502.17913818359375
94,1822.72265625,515.8104858398438,1721.173095703125,493.6535339355469,1763.8199462890625,535.6558837890625,1716.2523193359375,503.2920227050781
95,1821.6834716796875,515.3748779296875,1720.599365234375,492.9529724121094,1764.355712890625,535.453125,1715.7708740234375,502.1031494140625
96,1820.90625,514.5112915039062,1720.847900390625,491.6011962890625,1763.121826171875,536.6261596679688,1715.0904541015625,502.3995056152344
97,1819.0799560546875,511.5952453613281,1720.307861328125,490.8313293457031,1764.1253662109375,533.0404052734375,1713.2978515625,501.4689636230469
98,1817.558837890625,510.790283203125,1720.76953125,489.7220153808594,1764.61376953125,533.1429443359375,1713.791748046875,500.9367370605469
99,1817.1083984375,514.2894287109375,1720.59716796875,490.4908447265625,1765.7442626953125,533.0546264648438,1714.10302734375,500.7664489746094
100,1815.03955078125,513.0056762695312,1718.730224609375,492.2994689941406,1762.6695556640625,528.2139892578125,1713.104736328125,502.5898132324219
101,1815.6292724609375,513.7439575195312,1717.87548828125,493.06072998046875,1763.271728515625,529.0792846679688,1711.601806640625,503.8717346191406
102,1814.6151123046875,512.3521728515625,1721.4371337890625,496.65802001953125,1760.2210693359375,529.8743896484375,1711.93994140625,508.7396240234375
103,1813.4124755859375,511.568603515625,1719.8427734375,497.1966552734375,1758.72705078125,526.783447265625,1712.3177490234375,508.867431640625
104,1815.641357421875,511.6739501953125,1717.8245849609375,495.89959716796875,1758.240234375,524.50244140625,1710.7796630859375,506.2069091796875
105,1814.6309814453125,511.3363037109375,1720.86376953125,497.5428771972656,1754.97998046875,524.0032348632812,1711.1785888671875,509.2401428222656
106,1814.346435546875,511.1756591796875,1720.7757568359375,498.1756286621094,1756.048583984375,524.49755859375,1710.2674560546875,507.7505798339844
107,1814.2135009765625,511.94403076171875,1722.047607421875,499.5362548828125,1754.6529541015625,523.1550903320312,1710.60546875,508.15484619140625
108,1813.91064453125,512.0391235351562,1720.039794921875,498.9891357421875,1756.6444091796875,521.6450805664062,1710.3409423828125,504.9731140136719
109,1813.4052734375,512.550048828125,1720.4210205078125,500.7466125488281,1755.25390625,521.4273681640625,1710.527099609375,506.9802551269531
110,1812.5794677734375,510.79351806640625,1717.6790771484375,500.3872375488281,1752.7955322265625,516.7551879882812,1711.4176025390625,508.0959777832031
111,1812.2528076171875,510.95745849609375,1714.45654296875,501.7707824707031,1754.09912109375,518.9163208007812,1717.69482421875,511.7040710449219
112,1811.182373046875,510.7842712402344,1713.985107421875,501.28765869140625,1754.5958251953125,517.6627807617188,1717.82275390625,510.1124267578125
113,1809.887451171875,511.25274658203125,1712.548828125,500.5584716796875,1752.78125,521.3539428710938,1715.1676025390625,510.52655029296875
114,1809.5335693359375,511.1000061035156,1713.988037109375,500.89508056640625,1750.414794921875,520.526611328125,1714.861572265625,511.18963623046875
115,1807.8885498046875,513.0110473632812,1707.95849609375,496.2836608886719,1750.2943115234375,521.1433715820312,1714.616455078125,505.875732421875
116,1807.1009521484375,512.2991333007812,1707.7811279296875,497.3652648925781,1749.7994384765625,521.0231323242188,1716.023193359375,507.5196533203125
117,1807.74365234375,512.9594116210938,1707.72802734375,496.8034973144531,1751.3961181640625,521.486328125,1713.4432373046875,505.4118347167969
118,1806.8240966796875,513.433837890625,1705.5054931640625,499.3597412109375,1752.1883544921875,522.187255859375,1716.651611328125,507.8935546875
119,1805.9217529296875,512.8101196289062,1703.971435546875,499.0633239746094,1754.2042236328125,522.8049926757812,1717.192138671875,507.9009704589844
120,1806.29345703125,510.9602966308594,1704.315673828125,497.1864013671875,1753.7874755859375,522.3473510742188,1714.6790771484375,507.6122131347656
121,1807.7685546875,510.1158447265625,1707.54345703125,502.7232360839844,1757.0020751953125,521.2896728515625,1718.9901123046875,515.8473510742188
122,1806.35791015625,511.21234130859375,1706.4400634765625,503.02618408203125,1755.646484375,521.6985473632812,1718.3321533203125,514.7051391601562
123,1807.313232421875,509.806640625,1707.058349609375,501.29827880859375,1756.382080078125,519.9786987304688,1714.1378173828125,510.97882080078125
124,1807.0379638671875,509.6059875488281,1706.4830322265625,501.3527526855469,1756.1861572265625,520.8172607421875,1712.7327880859375,511.70501708984375
125,1803.8162841796875,510.43170166015625,1705.560546875,499.2992248535156,1753.817626953125,525.2667846679688,1713.03369140625,509.4046325683594
126,1805.7110595703125,510.6701965332031,1707.6043701171875,502.47503662109375,1757.175048828125,525.2826538085938,1706.5570068359375,512.1841430664062
127,1805.71337890625,510.8914794921875,1706.7550048828125,504.6009826660156,1756.7098388671875,524.2354736328125,1708.6751708984375,514.9152221679688
128,1802.03759765625,512.4227905273438,1704.4398193359375,503.6107177734375,1750.14697265625,524.9609985351562,1711.8238525390625,513.385986328125
129,1802.3148193359375,511.6285400390625,1704.42529296875,503.3123474121094,1748.2840576171875,523.2350463867188,1714.3619384765625,512.3095703125
130,1801.9036865234375,512.2060546875,1703.3507080078125,502.3058166503906,1748.728759765625,522.892822265625,1712.678955078125,510.8468017578125
131,1801.9716796875,512.2329711914062,1705.15283203125,502.6036682128906,1749.6822509765625,523.3170776367188,1712.3587646484375,510.6257629394531
132,1802.860107421875,511.6824645996094,1705.001708984375,502.44683837890625,1750.7396240234375,526.164794921875,1712.608642578125,512.0711059570312
133,1801.658203125,510.8908386230469,1704.738037109375,502.782470703125,1749.347900390625,524.1461791992188,1714.531982421875,511.96856689453125
134,1805.1102294921875,512.0139770507812,1706.79345703125,507.33392333984375,1752.998779296875,525.3753662109375,1713.6632080078125,517.3934936523438
135,1803.287841796875,511.76763916015625,1705.41943359375,504.5768737792969,1748.911376953125,528.3773803710938,1711.0777587890625,517.8635864257812
136,1803.5244140625,513.3527221679688,1706.8118896484375,505.3601989746094,1741.3114013671875,529.8213500976562,1704.459228515625,516.9893188476562
137,1801.653076171875,515.9901123046875,1708.630859375,506.277099609375,1734.9342041015625,533.102294921875,1703.8353271484375,515.9020385742188
138,1801.1199951171875,515.742919921875,1705.4345703125,506.2896728515625,1737.4031982421875,536.2468872070312,1701.9129638671875,519.1890869140625
139,1797.1025390625,516.5753173828125,1704.7144775390625,505.1775817871094,1742.5513916015625,536.3336181640625,1702.4586181640625,516.5718994140625
140,1798.9500732421875,515.1253051757812,1704.3216552734375,504.8533630371094,1745.009033203125,536.2877197265625,1699.3194580078125,515.351318359375
141,1796.4774169921875,517.9360961914062,1702.1923828125,506.2069091796875,1746.0279541015625,538.9764404296875,1696.6402587890625,514.8048095703125
142,1790.93310546875,517.6610107421875,1702.9893798828125,504.6192932128906,1746.230712890625,541.15234375,1696.159423828125,513.5608520507812
143,1790.823974609375,517.2171020507812,1699.5908203125,503.6717224121094,1743.71630859375,545.5431518554688,1694.6773681640625,515.9276733398438
144,1789.842529296875,517.3981323242188,1700.427001953125,503.2974548339844,1739.60302734375,545.0980224609375,1693.4622802734375,513.9236450195312
145,1785.600341796875,518.4286499023438,1700.2607421875,504.4577941894531,1742.4814453125,547.4627685546875,1691.3372802734375,516.2470703125
146,1785.7335205078125,518.0545654296875,1696.5911865234375,505.518310546875,1739.3951416015625,544.0057373046875,1690.2886962890625,517.1774291992188
147,1782.518310546875,518.0067138671875,1696.8707275390625,506.12872314453125,1738.4766845703125,543.3040161132812,1688.493896484375,517.5369262695312
148,1778.955810546875,521.2710571289062,1693.9674072265625,507.881591796875,1731.701416015625,548.89599609375,1687.7808837890625,520.0944213867188
149,1782.4749755859375,518.8516845703125,1691.8707275390625,512.4127807617188,1723.7237548828125,544.4899291992188,1684.828857421875,520.5133056640625
150,1780.4241943359375,520.8265380859375,1693.3502197265625,512.9895629882812,1720.4556884765625,544.2385864257812,1685.2833251953125,522.9049072265625
151,1777.8310546875,520.9906616210938,1688.0128173828125,514.5062255859375,1715.735595703125,541.688232421875,1683.0418701171875,525.2470092773438
152,1775.19921875,520.7279052734375,1687.61474609375,513.7114868164062,1714.7779541015625,540.59912109375,1680.9971923828125,523.4171142578125
153,1770.6412353515625,523.213623046875,1690.2513427734375,514.4285888671875,1709.7386474609375,540.7982788085938,1678.8040771484375,520.0089721679688
154,1770.46435546875,522.6231079101562,1680.133056640625,514.500732421875,1710.7723388671875,539.1690673828125,1676.74365234375,520.535400390625
155,1764.712646484375,522.239501953125,1679.69970703125,518.1190795898438,1705.433837890625,535.830078125,1677.4732666015625,522.4224243164062
156,1759.833251953125,524.8685302734375,1677.1343994140625,520.58251953125,1702.7244873046875,535.9107055664062,1675.2078857421875,522.527587890625
157,1756.439208984375,529.455810546875,1677.0596923828125,526.0277709960938,1699.7227783203125,538.6798706054688,1677.658935546875,525.95849609375
158,1755.13916015625,527.341552734375,1674.4683837890625,524.607421875,1698.15283203125,538.4727783203125,1675.4608154296875,529.4755249023438
159,1750.1884765625,528.80419921875,1676.9359130859375,525.69287109375,1689.515625,539.8515625,1669.669189453125,529.538818359375
160,1748.656494140625,529.3538818359375,1672.6290283203125,527.26611328125,1686.7109375,539.9476318359375,1667.83203125,533.29638671875
161,1747.923828125,530.2593383789062,1670.5511474609375,526.553466796875,1682.9403076171875,541.093017578125,1667.987548828125,533.5764770507812
162,1745.1507568359375,531.0114135742188,1668.061279296875,526.3445434570312,1679.2957763671875,542.9474487304688,1665.16259765625,535.4913940429688
163,1741.2847900390625,532.0496826171875,1664.274169921875,527.1876220703125,1670.8795166015625,542.6693115234375,1652.3111572265625,533.6680908203125
164,1741.2811279296875,529.336669921875,1657.677978515625,523.3515014648438,1674.0880126953125,543.7479858398438,1645.310791015625,533.18115234375
165,1738.691650390625,529.9107666015625,1655.052001953125,523.5427856445312,1672.3839111328125,545.44384765625,1642.228271484375,534.0340576171875
166,1726.347412109375,531.7119140625,1667.4691162109375,518.2291870117188,1679.9249267578125,545.294677734375,1628.990478515625,530.1853637695312
167,1721.2578125,530.5615844726562,1664.3104248046875,516.0426635742188,1674.728759765625,548.1771240234375,1623.6007080078125,530.3948364257812
168,1722.0703125,529.484619140625,1659.5999755859375,515.3941040039062,1676.0390625,545.2807006835938,1617.7852783203125,529.1307373046875
169,1719.2274169921875,531.6246948242188,1659.749755859375,515.5343017578125,1673.46435546875,546.312744140625,1615.822265625,527.9039306640625
170,1713.0634765625,529.4030151367188,1655.830810546875,514.6589965820312,1669.5323486328125,541.544677734375,1613.7147216796875,525.347412109375
171,1711.4268798828125,527.1972045898438,1652.86083984375,512.6834106445312,1670.2464599609375,540.7714233398438,1609.526123046875,525.25390625
172,1708.8900146484375,526.1026611328125,1649.7227783203125,512.0857543945312,1670.4580078125,542.108642578125,1607.1650390625,526.2734375
173,1707.2821044921875,526.7706298828125,1645.333740234375,516.0921020507812,1668.8372802734375,541.639892578125,1607.7529296875,527.8668823242188
174,1697.5543212890625,528.78515625,1628.3878173828125,512.552001953125,1645.172607421875,552.9727783203125,1605.9521484375,521.7633056640625
175,1697.9197998046875,527.6334228515625,1619.8433837890625,510.45703125,1651.157958984375,551.712890625,1599.06884765625,517.163818359375
176,1693.4521484375,526.7425537109375,1609.5462646484375,508.4566345214844,1653.3157958984375,552.3807983398438,1596.74462890625,514.5859375
177,1700.128173828125,520.647705078125,1604.0849609375,512.2398681640625,1648.8416748046875,549.04443359375,1593.1468505859375,518.2369995117188
178,1694.0498046875,520.4130249023438,1602.0869140625,511.8598327636719,1647.581298828125,547.4473266601562,1590.50732421875,521.0407104492188
179,1691.832275390625,520.6490478515625,1600.0584716796875,508.7198486328125,1644.7596435546875,549.8424682617188,1587.2421875,520.467041015625
180,1689.94970703125,517.28173828125,1591.5794677734375,505.373291015625,1642.8121337890625,548.467529296875,1581.3143310546875,516.9107055664062
181,1683.4830322265625,520.7098388671875,1589.942138671875,496.995849609375,1634.2452392578125,557.78466796875,1575.0311279296875,505.8078918457031
182,1678.5684814453125,517.8641967773438,1583.456298828125,502.3243103027344,1635.7142333984375,550.9627075195312,1572.1568603515625,513.8218383789062
183,1674.5452880859375,516.5025024414062,1580.00830078125,500.2607421875,1633.5843505859375,547.75390625,1568.54345703125,511.79937744140625
184,1668.2509765625,517.4982299804688,1577.1805419921875,503.5918884277344,1625.8016357421875,543.5877685546875,1567.0814208984375,512.555419921875
185,1665.4368896484375,520.0178833007812,1570.609130859375,509.0566711425781,1616.4188232421875,540.3737182617188,1564.74951171875,514.7232055664062
186,1660.94970703125,522.35693359375,1563.638427734375,513.1591796875,1611.197509765625,542.0603637695312,1560.184326171875,521.4979248046875
187,1655.71435546875,519.0565795898438,1568.29541015625,514.8342895507812,1608.90283203125,542.3629760742188,1556.9622802734375,525.1437377929688
188,1653.8162841796875,522.8643188476562,1566.837890625,515.6436767578125,1600.153564453125,542.64794921875,1554.0692138671875,521.5365600585938
189,1648.1346435546875,523.3203735351562,1561.3056640625,518.9328002929688,1589.176513671875,542.18017578125,1549.9010009765625,524.0933837890625
190,1642.64990234375,523.3898315429688,1552.96875,519.5197143554688,1588.32275390625,543.0527954101562,1544.3233642578125,523.3854370117188
191,1636.89111328125,523.7755737304688,1547.140625,520.6406860351562,1575.972412109375,541.574462890625,1540.8992919921875,525.9027099609375
192,1631.425537109375,524.7271728515625,1545.3941650390625,522.4835205078125,1571.73193359375,542.2058715820312,1534.7098388671875,525.9865112304688
193,1623.8892822265625,525.3578491210938,1541.872314453125,523.1881713867188,1558.6519775390625,541.9863891601562,1528.343017578125,527.2640991210938
194,1618.0411376953125,538.8196411132812,1540.036376953125,526.4815063476562,1558.53662109375,545.29541015625,1525.576904296875,527.5918579101562
195,1610.9814453125,538.2163696289062,1532.8221435546875,527.0445556640625,1552.8218994140625,544.5416259765625,1518.61083984375,527.279541015625
196,1597.79052734375,541.1826782226562,1527.7613525390625,536.65966796875,1539.5753173828125,543.9114379882812,1518.20263671875,535.3814697265625
197,1597.40625,540.1437377929688,1519.102783203125,537.7533569335938,1537.8092041015625,548.1915893554688,1517.3990478515625,544.3642578125
198,1590.8045654296875,535.7720947265625,1509.62744140625,534.3006591796875,1529.802001953125,545.5690307617188,1509.0135498046875,532.782958984375
199,1583.8199462890625,532.8446655273438,1508.0537109375,531.97998046875,1523.2203369140625,543.8048095703125,1501.428466796875,532.1476440429688
200,1577.5931396484375,532.077392578125,1500.3814697265625,537.103515625,1513.5206298828125,542.6857299804688,1494.1072998046875,540.3444213867188
201,1571.6378173828125,527.7002563476562,1493.486083984375,532.9727783203125,1508.257568359375,537.79296875,1486.1868896484375,533.8846435546875
202,1566.5941162109375,529.9114379882812,1492.1025390625,537.04248046875,1501.681640625,540.493896484375,1484.662841796875,538.1570434570312
203,1555.1156005859375,531.1724853515625,1481.143798828125,535.3969116210938,1491.424560546875,541.5419921875,1474.06494140625,534.0372924804688
204,1543.7637939453125,536.969482421875,1471.492919921875,533.8734741210938,1481.360107421875,542.2013549804688,1464.22119140625,542.3021240234375
205,1541.501708984375,539.0462036132812,1460.22509765625,534.2767333984375,1480.60693359375,538.4899291992188,1452.736083984375,540.0902709960938
206,1539.6536865234375,528.8701171875,1453.969482421875,531.194091796875,1471.1983642578125,536.8338623046875,1443.04931640625,528.8860473632812
207,1531.58935546875,527.6062622070312,1449.89794921875,532.06103515625,1464.152099609375,533.9808349609375,1439.136474609375,527.24853515625
