frame,wrist_x_sm,wrist_y_sm,elbow_x_sm,elbow_y_sm,wrist_vx_mps,wrist_vy_mps,wrist_speed_mps_sm,wrist_speed_kmh_sm,forearm_angle_rad,wrist_angular_vel_rads_sm
51,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
52,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
53,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
54,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
55,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
56,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
57,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
58,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
59,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
60,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
61,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
62,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
63,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
64,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
65,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
66,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
67,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
68,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
69,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
70,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
71,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
72,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
73,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
74,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
75,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
76,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
77,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
78,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
79,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
80,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
81,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
82,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
83,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
84,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
85,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
86,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
87,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
88,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
89,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
90,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
91,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
92,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
93,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
94,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
95,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
96,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
97,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
98,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
99,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
100,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
101,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
102,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
103,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
104,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
105,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
106,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
107,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
108,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
109,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
110,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
111,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
112,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
113,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
114,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
115,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
116,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
117,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
118,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
119,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
120,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
121,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
122,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
123,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
124,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
125,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
126,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
127,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
128,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
129,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
130,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
131,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
132,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
133,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
134,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
135,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
136,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
137,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
138,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
139,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
140,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
141,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
142,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
143,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
144,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
145,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
146,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
147,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
148,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
149,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
150,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
151,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
152,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
153,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
154,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
155,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
156,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
157,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
158,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
159,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
160,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
161,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
162,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
163,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
164,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
165,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
166,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
167,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
168,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
169,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
170,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
171,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
172,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
173,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
174,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
175,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
176,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
177,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
178,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
179,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
180,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
181,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
182,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
183,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
184,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
185,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
186,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
187,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
188,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
189,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
190,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
191,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
192,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
193,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
194,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
195,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
196,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
197,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
198,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
199,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
200,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
201,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
202,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
203,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
204,1911.7347412109343,648.0887451171866,1911.1146240234343,652.2065429687491,0.0,0.0,0.0,0.0,-1.4213251355923546,0.0
